CustomerID,Age,Segment,Region,City
C00736,40,Consumer,West,Nashik
C00737,24,Consumer,West,Nashik
C00738,20,Small Business,South,Chennai
C00739,18,Consumer,North,Delhi
C00740,36,Consumer,West,Ahmedabad
C00741,35,Small Business,North,Lucknow
C00742,54,Consumer,East,Guwahati
C00743,32,Consumer,South,Mysuru
C00744,31,Small Business,North,Chandigarh
C00745,34,Corporate,West,Ahmedabad
C00746,34,Consumer,East,Patna
C00747,30,Consumer,West,Pune
C00748,25,Corporate,East,Patna
C00749,32,Corporate,South,Bengaluru
C00750,31,Small Business,South,Mysuru
C00751,31,Consumer,West,Mumbai
C00752,39,Corporate,West,Mumbai
C00753,32,Consumer,North,Lucknow
C00754,20,Consumer,East,Kolkata
C00755,26,Consumer,South,Mysuru
C00756,30,Consumer,North,Lucknow
C00757,32,Small Business,East,Kolkata
C00758,36,Consumer,South,Chennai
C00759,32,Consumer,East,Patna
C00760,18,Consumer,North,Jaipur
C00761,21,Consumer,West,Pune
C00762,37,Corporate,South,Mysuru
C00763,30,Consumer,East,Kolkata
C00764,45,Small Business,North,Lucknow
C00765,33,Small Business,East,Bhubaneswar
C00766,28,Consumer,North,Chandigarh
C00767,26,Corporate,South,Bengaluru
C00768,29,Consumer,South,Bengaluru
C00769,33,Small Business,East,Bhubaneswar
C00770,32,Consumer,East,Kolkata
C00771,40,Consumer,North,Lucknow
C00772,18,Consumer,West,Ahmedabad
C00773,19,Consumer,North,Jaipur
C00774,29,Consumer,South,Chennai
C00775,36,Corporate,South,Bengaluru
C00776,38,Consumer,South,Hyderabad
C00777,26,Consumer,South,Mysuru
C00778,18,Consumer,West,Ahmedabad
C00779,27,Consumer,North,Chandigarh
C00780,35,Consumer,South,Bengaluru
C00781,31,Consumer,West,Ahmedabad
C00782,37,Consumer,East,Guwahati
C00783,42,Consumer,East,Guwahati
C00784,30,Consumer,West,Mumbai
C00785,28,Corporate,North,Delhi
C00786,24,Consumer,East,Guwahati
C00787,19,Consumer,North,Jaipur
C00788,18,Corporate,South,Hyderabad
C00789,25,Corporate,East,Kolkata
C00790,41,Consumer,West,Mumbai
C00791,38,Consumer,North,Jaipur
C00792,27,Small Business,South,Chennai
C00793,51,Corporate,South,Chennai
C00794,26,Small Business,North,Delhi
C00795,43,Consumer,North,Jaipur
C00796,46,Consumer,North,Jaipur
C00797,36,Consumer,North,Delhi
C00798,25,Corporate,South,Hyderabad
C00799,28,Consumer,South,Chennai
C00800,33,Consumer,West,Pune
C00801,19,Consumer,West,Pune
C00802,23,Corporate,North,Jaipur
C00803,22,Consumer,East,Kolkata
C00804,36,Consumer,East,Patna
C00805,42,Consumer,North,Chandigarh
C00806,38,Consumer,South,Mysuru
C00807,40,Corporate,North,Chandigarh
C00808,25,Consumer,West,Pune
C00809,29,Consumer,South,Mysuru
C00810,29,Corporate,East,Guwahati
C00811,36,Consumer,East,Bhubaneswar
C00812,51,Small Business,North,Jaipur
C00813,26,Small Business,North,Lucknow
C00814,40,Consumer,North,Chandigarh
C00815,45,Small Business,South,Chennai
C00816,36,Corporate,West,Ahmedabad
C00817,28,Small Business,South,Mysuru
C00818,24,Consumer,West,Ahmedabad
C00819,22,Consumer,East,Bhubaneswar
C00820,18,Consumer,South,Bengaluru
C00821,30,Small Business,West,Ahmedabad
C00822,29,Corporate,East,Guwahati
C00823,39,Small Business,South,Hyderabad
C00824,26,Small Business,North,Lucknow
C00825,30,Corporate,South,Hyderabad
C00826,34,Consumer,East,Guwahati
C00827,36,Corporate,East,Patna
C00828,38,Corporate,East,Kolkata
C00829,33,Small Business,West,Nashik
C00830,20,Small Business,East,Bhubaneswar
C00831,35,Small Business,South,Chennai
C00832,26,Consumer,West,Pune
C00833,43,Corporate,North,Chandigarh
C00834,32,Consumer,East,Patna
C00835,34,Consumer,West,Pune
C00836,55,Consumer,East,Bhubaneswar
C00837,38,Corporate,North,Lucknow
C00838,35,Corporate,East,Patna
C00839,30,Consumer,West,Nashik
C00840,20,Consumer,West,Mumbai
C00841,30,Small Business,North,Lucknow
C00842,24,Consumer,West,Nashik
C00843,47,Consumer,East,Patna
C00844,35,Consumer,West,Mumbai
C00845,42,Consumer,West,Nashik
C00846,26,Consumer,North,Lucknow
C00847,24,Small Business,North,Jaipur
C00848,37,Consumer,South,Mysuru
C00849,24,Consumer,West,Pune
C00850,28,Small Business,West,Mumbai
C00851,47,Small Business,North,Chandigarh
C00852,28,Consumer,East,Bhubaneswar
C00853,19,Corporate,South,Chennai
C00854,18,Consumer,North,Jaipur
C00855,18,Corporate,East,Patna
C00856,43,Consumer,North,Chandigarh
C00857,27,Corporate,North,Chandigarh
C00858,55,Consumer,West,Ahmedabad
C00859,45,Consumer,North,Delhi
C00860,50,Consumer,East,Patna
C00861,41,Consumer,West,Nashik
C00862,37,Small Business,North,Jaipur
C00863,24,Consumer,West,Nashik
C00864,31,Consumer,South,Mysuru
C00865,38,Corporate,South,Hyderabad
C00866,40,Consumer,West,Pune
C00867,21,Consumer,South,Bengaluru
C00868,30,Consumer,East,Patna
C00869,31,Consumer,East,Bhubaneswar
C00870,30,Corporate,East,Bhubaneswar
C00871,22,Corporate,East,Guwahati
C00872,48,Corporate,West,Mumbai
C00873,29,Small Business,South,Chennai
C00874,23,Consumer,East,Guwahati
C00875,48,Consumer,North,Jaipur
C00876,45,Consumer,East,Patna
C00877,33,Consumer,North,Lucknow
C00878,18,Small Business,East,Bhubaneswar
C00879,27,Small Business,South,Chennai
C00880,18,Small Business,North,Jaipur
C00881,36,Consumer,North,Lucknow
C00882,27,Consumer,South,Mysuru
C00883,31,Consumer,North,Chandigarh
C00884,47,Corporate,North,Lucknow
C00885,26,Consumer,North,Delhi
C00886,36,Consumer,East,Guwahati
C00887,38,Small Business,North,Jaipur
C00888,43,Consumer,North,Delhi
C00889,31,Consumer,North,Delhi
C00890,30,Consumer,North,Chandigarh
C00891,29,Consumer,North,Chandigarh
C00892,35,Corporate,South,Hyderabad
C00893,45,Consumer,North,Lucknow
C00894,29,Consumer,South,Bengaluru
C00895,18,Consumer,South,Hyderabad
C00896,39,Small Business,West,Mumbai
C00897,32,Small Business,South,Bengaluru
C00898,36,Consumer,West,Nashik
C00899,18,Corporate,North,Chandigarh
C00900,27,Small Business,West,Mumbai
C00901,39,Consumer,West,Mumbai
C00902,20,Consumer,East,Guwahati
C00903,36,Consumer,East,Bhubaneswar
C00904,31,Consumer,North,Lucknow
C00905,25,Small Business,North,Delhi
C00906,24,Consumer,West,Mumbai
C00907,22,Small Business,West,Mumbai
C00908,32,Corporate,East,Bhubaneswar
C00909,33,Consumer,West,Nashik
C00910,28,Consumer,East,Bhubaneswar
C00911,22,Consumer,North,Delhi
C00912,18,Small Business,West,Ahmedabad
C00913,35,Consumer,West,Ahmedabad
C00914,40,Consumer,North,Chandigarh
C00915,37,Consumer,East,Bhubaneswar
C00916,50,Consumer,East,Patna
C00917,30,Consumer,South,Bengaluru
C00918,44,Corporate,North,Jaipur
C00919,26,Consumer,East,Patna
C00920,24,Consumer,South,Bengaluru
C00921,33,Consumer,North,Lucknow
C00922,46,Small Business,South,Hyderabad
C00923,29,Small Business,East,Guwahati
C00924,18,Corporate,North,Delhi
C00925,39,Consumer,East,Kolkata
C00926,31,Consumer,South,Hyderabad
C00927,34,Small Business,East,Patna
C00928,25,Consumer,South,Bengaluru
C00929,33,Consumer,North,Chandigarh
C00930,19,Corporate,South,Mysuru
C00931,48,Corporate,North,Lucknow
C00932,41,Consumer,North,Delhi
C00933,32,Consumer,North,Lucknow
C00934,39,Corporate,South,Bengaluru
C00935,26,Small Business,West,Nashik
C00936,41,Small Business,North,Jaipur
C00937,28,Consumer,East,Patna
C00938,28,Small Business,West,Ahmedabad
C00939,23,Consumer,North,Jaipur
C00940,35,Consumer,South,Hyderabad
C00941,32,Small Business,East,Bhubaneswar
C00942,44,Consumer,East,Patna
C00943,22,Small Business,East,Guwahati
C00944,35,Consumer,South,Hyderabad
C00945,42,Corporate,West,Nashik
C00946,55,Small Business,North,Delhi
C00947,33,Consumer,West,Pune
C00948,28,Small Business,South,Hyderabad
C00949,33,Corporate,South,Chennai
C00950,43,Consumer,East,Kolkata
C00951,43,Consumer,South,Mysuru
C00952,30,Consumer,West,Nashik
C00953,43,Consumer,West,Nashik
C00954,31,Consumer,South,Mysuru
C00955,39,Consumer,East,Kolkata
C00956,36,Consumer,East,Patna
C00957,28,Consumer,West,Nashik
C00958,23,Corporate,North,Delhi
C00959,42,Consumer,South,Bengaluru
C00960,45,Small Business,West,Nashik
C00961,35,Corporate,North,Delhi
C00962,31,Consumer,West,Pune
C00963,21,Corporate,East,Kolkata
C00964,42,Consumer,North,Chandigarh
C00965,34,Consumer,South,Hyderabad
C00966,29,Small Business,East,Patna
C00967,39,Corporate,East,Guwahati
C00968,19,Consumer,East,Guwahati
C00969,22,Consumer,West,Mumbai
C00970,25,Consumer,North,Delhi
C00971,36,Small Business,South,Mysuru
C00972,33,Corporate,South,Hyderabad
C00973,37,Consumer,West,Pune
C00974,41,Small Business,North,Chandigarh
C00975,38,Consumer,East,Guwahati
C00976,49,Consumer,South,Hyderabad
C00977,41,Consumer,East,Patna
C00978,30,Consumer,South,Chennai
C00979,27,Corporate,South,Bengaluru
C00980,31,Small Business,West,Nashik
C00981,38,Consumer,West,Mumbai
C00982,28,Small Business,South,Bengaluru
C00983,38,Consumer,West,Pune
C00984,37,Small Business,East,Kolkata
C00985,23,Small Business,South,Bengaluru
C00986,41,Consumer,East,Guwahati
C00987,35,Consumer,South,Hyderabad
C00988,48,Consumer,West,Mumbai
C00989,31,Consumer,North,Jaipur
C00990,29,Consumer,North,Lucknow
C00991,22,Corporate,South,Chennai
C00992,22,Consumer,South,Hyderabad
C00993,40,Small Business,East,Patna
C00994,47,Consumer,North,Delhi
C00995,31,Corporate,South,Mysuru
C00996,30,Consumer,East,Kolkata
C00997,32,Consumer,North,Chandigarh
C00998,42,Small Business,North,Chandigarh
C00999,23,Consumer,East,Bhubaneswar
C01000,34,Small Business,North,Chandigarh
C01001,40,Small Business,South,Mysuru
C01002,36,Consumer,South,Hyderabad
C01003,18,Consumer,North,Jaipur
C01004,38,Consumer,East,Kolkata
C01005,36,Small Business,East,Guwahati
C01006,44,Consumer,South,Mysuru
C01007,46,Consumer,South,Chennai
C01008,43,Corporate,South,Chennai
C01009,32,Consumer,West,Nashik
C01010,18,Consumer,North,Delhi
C01011,51,Small Business,South,Bengaluru
C01012,30,Consumer,North,Chandigarh
C01013,32,Corporate,West,Pune
C01014,47,Consumer,South,Hyderabad
C01015,25,Consumer,East,Bhubaneswar
C01016,20,Consumer,North,Lucknow
C01017,28,Small Business,West,Mumbai
C01018,25,Consumer,South,Bengaluru
C01019,19,Consumer,East,Bhubaneswar
C01020,31,Consumer,South,Mysuru
C01021,32,Consumer,South,Chennai
C01022,18,Consumer,North,Chandigarh
C01023,29,Small Business,East,Patna
C01024,25,Consumer,North,Lucknow
C01025,18,Small Business,North,Chandigarh
C01026,33,Consumer,East,Kolkata
C01027,33,Consumer,East,Patna
C01028,25,Consumer,South,Chennai
C01029,41,Consumer,North,Chandigarh
C01030,32,Corporate,West,Mumbai
C01031,25,Consumer,South,Bengaluru
C01032,18,Consumer,North,Chandigarh
C01033,34,Consumer,North,Jaipur
C01034,36,Consumer,South,Chennai
C01035,27,Consumer,South,Mysuru
C01036,33,Consumer,South,Mysuru
C01037,46,Consumer,North,Lucknow
C01038,40,Consumer,East,Guwahati
C01039,18,Consumer,East,Bhubaneswar
C01040,25,Consumer,North,Jaipur
C01041,30,Consumer,South,Mysuru
C01042,32,Consumer,South,Bengaluru
C01043,33,Corporate,West,Pune
C01044,35,Consumer,West,Pune
C01045,31,Corporate,East,Bhubaneswar
C01046,32,Small Business,South,Bengaluru
C01047,40,Corporate,South,Bengaluru
C01048,34,Consumer,South,Mysuru
C01049,21,Consumer,North,Delhi
C01050,32,Consumer,East,Guwahati
C01051,30,Consumer,West,Pune
C01052,18,Consumer,East,Kolkata
C01053,33,Consumer,West,Ahmedabad
C01054,22,Corporate,North,Delhi
C01055,40,Corporate,East,Bhubaneswar
C01056,35,Consumer,West,Pune
C01057,21,Consumer,South,Hyderabad
C01058,40,Corporate,South,Chennai
C01059,44,Small Business,North,Lucknow
C01060,29,Small Business,East,Kolkata
C01061,30,Consumer,North,Chandigarh
C01062,39,Consumer,East,Bhubaneswar
C01063,43,Corporate,South,Chennai
C01064,18,Corporate,West,Pune
C01065,22,Consumer,West,Nashik
C01066,28,Consumer,East,Guwahati
C01067,29,Consumer,East,Kolkata
C01068,39,Consumer,West,Mumbai
C01069,43,Consumer,West,Nashik
C01070,44,Consumer,East,Patna
C01071,18,Corporate,West,Pune
C01072,24,Consumer,South,Hyderabad
C01073,20,Small Business,East,Patna
C01074,26,Consumer,West,Pune
C01075,24,Consumer,North,Delhi
C01076,35,Consumer,South,Chennai
C01077,36,Consumer,West,Mumbai
C01078,32,Consumer,South,Mysuru
C01079,31,Consumer,West,Ahmedabad
C01080,28,Consumer,South,Hyderabad
C01081,29,Consumer,East,Patna
C01082,46,Small Business,East,Bhubaneswar
C01083,38,Consumer,West,Ahmedabad
C01084,28,Small Business,West,Pune
C01085,31,Consumer,East,Bhubaneswar
C01086,36,Consumer,West,Ahmedabad
C01087,21,Consumer,East,Patna
C01088,33,Consumer,West,Ahmedabad
C01089,37,Consumer,East,Guwahati
C01090,36,Consumer,South,Chennai
C01091,24,Consumer,East,Guwahati
C01092,26,Consumer,South,Mysuru
C01093,18,Consumer,West,Ahmedabad
C01094,38,Consumer,South,Bengaluru
C01095,50,Consumer,West,Ahmedabad
C01096,23,Consumer,South,Mysuru
C01097,41,Corporate,South,Mysuru
C01098,49,Consumer,North,Lucknow
C01099,27,Consumer,West,Pune
C01100,31,Consumer,West,Ahmedabad
C01101,34,Consumer,East,Patna
C01102,36,Small Business,North,Delhi
C01103,34,Consumer,South,Bengaluru
C01104,28,Corporate,South,Mysuru
C01105,37,Small Business,East,Guwahati
C01106,28,Consumer,West,Pune
C01107,35,Consumer,West,Ahmedabad
C01108,31,Small Business,West,Ahmedabad
C01109,18,Consumer,East,Kolkata
C01110,43,Consumer,North,Chandigarh
C01111,26,Consumer,East,Kolkata
C01112,44,Consumer,South,Hyderabad
C01113,41,Small Business,East,Bhubaneswar
C01114,34,Consumer,South,Chennai
C01115,36,Consumer,North,Lucknow
C01116,37,Small Business,East,Bhubaneswar
C01117,30,Small Business,West,Mumbai
C01118,30,Consumer,East,Patna
C01119,37,Corporate,East,Patna
C01120,18,Small Business,East,Kolkata
C01121,31,Corporate,North,Lucknow
C01122,28,Corporate,South,Mysuru
C01123,25,Consumer,South,Mysuru
C01124,35,Consumer,West,Mumbai
C01125,26,Consumer,North,Delhi
C01126,39,Small Business,East,Patna
C01127,40,Consumer,East,Patna
C01128,36,Consumer,East,Patna
C01129,38,Corporate,East,Bhubaneswar
C01130,36,Consumer,North,Lucknow
C01131,39,Corporate,South,Mysuru
C01132,38,Corporate,North,Jaipur
C01133,35,Consumer,East,Patna
C01134,41,Consumer,North,Chandigarh
C01135,30,Consumer,South,Chennai
C01136,25,Consumer,East,Patna
C01137,24,Small Business,East,Patna
C01138,29,Small Business,West,Mumbai
C01139,18,Consumer,South,Bengaluru
C01140,33,Consumer,East,Bhubaneswar
C01141,37,Consumer,East,Patna
C01142,40,Consumer,West,Nashik
C01143,18,Consumer,East,Bhubaneswar
C01144,25,Consumer,North,Jaipur
C01145,39,Consumer,North,Jaipur
C01146,30,Consumer,East,Guwahati
C01147,37,Small Business,West,Nashik
C01148,20,Consumer,East,Guwahati
C01149,44,Consumer,East,Kolkata
C01150,20,Small Business,North,Delhi
C01151,18,Consumer,West,Mumbai
C01152,33,Corporate,North,Jaipur
C01153,33,Consumer,West,Nashik
C01154,27,Corporate,North,Chandigarh
C01155,36,Consumer,West,Pune
C01156,36,Consumer,West,Ahmedabad
C01157,35,Consumer,South,Hyderabad
C01158,27,Consumer,East,Patna
C01159,25,Corporate,East,Guwahati
C01160,28,Consumer,South,Chennai
C01161,24,Consumer,West,Nashik
C01162,42,Consumer,West,Ahmedabad
C01163,29,Small Business,East,Kolkata
C01164,33,Consumer,West,Mumbai
C01165,39,Consumer,North,Lucknow
C01166,24,Consumer,North,Chandigarh
C01167,19,Small Business,South,Mysuru
C01168,24,Consumer,North,Chandigarh
C01169,34,Consumer,West,Nashik
C01170,33,Small Business,East,Patna
C01171,35,Consumer,West,Ahmedabad
C01172,31,Corporate,West,Pune
C01173,18,Corporate,West,Ahmedabad
C01174,30,Corporate,West,Mumbai
C01175,40,Small Business,South,Hyderabad
C01176,43,Corporate,South,Chennai
C01177,32,Consumer,East,Guwahati
C01178,33,Consumer,South,Mysuru
C01179,37,Consumer,South,Hyderabad
C01180,42,Consumer,East,Guwahati
C01181,32,Consumer,West,Mumbai
C01182,37,Consumer,East,Guwahati
C01183,27,Consumer,East,Kolkata
C01184,21,Consumer,South,Hyderabad
C01185,27,Small Business,North,Delhi
C01186,45,Small Business,West,Mumbai
C01187,37,Consumer,North,Lucknow
C01188,21,Small Business,South,Mysuru
C01189,38,Consumer,West,Ahmedabad
C01190,22,Consumer,East,Patna
C01191,35,Corporate,East,Guwahati
C01192,23,Consumer,West,Ahmedabad
C01193,21,Corporate,North,Chandigarh
C01194,46,Consumer,South,Chennai
C01195,29,Consumer,West,Mumbai
C01196,37,Consumer,North,Delhi
C01197,32,Consumer,South,Chennai
C01198,22,Small Business,West,Mumbai
C01199,29,Consumer,North,Jaipur
C01200,23,Consumer,East,Guwahati
C01201,53,Consumer,South,Mysuru
C01202,39,Consumer,East,Bhubaneswar
C01203,32,Corporate,East,Bhubaneswar
C01204,36,Consumer,South,Mysuru
C01205,38,Consumer,North,Jaipur
C01206,38,Small Business,South,Chennai
C01207,38,Consumer,East,Kolkata
C01208,37,Consumer,North,Delhi
C01209,32,Consumer,East,Bhubaneswar
C01210,45,Consumer,South,Mysuru
C01211,33,Small Business,East,Guwahati
C01212,32,Consumer,East,Guwahati
C01213,33,Corporate,East,Guwahati
C01214,34,Consumer,South,Bengaluru
C01215,18,Consumer,West,Mumbai
C01216,24,Consumer,North,Delhi
C01217,31,Corporate,North,Jaipur
C01218,18,Consumer,North,Jaipur
C01219,32,Small Business,East,Guwahati
C01220,34,Consumer,West,Pune
C01221,20,Consumer,North,Lucknow
C01222,26,Consumer,West,Nashik
C01223,43,Consumer,South,Mysuru
C01224,37,Consumer,West,Mumbai
C01225,36,Consumer,North,Delhi
C01226,42,Corporate,East,Patna
C01227,24,Small Business,North,Delhi
C01228,20,Consumer,East,Kolkata
C01229,40,Corporate,South,Hyderabad
C01230,31,Consumer,North,Chandigarh
C01231,24,Consumer,South,Hyderabad
C01232,50,Small Business,South,Hyderabad
C01233,18,Consumer,West,Ahmedabad
C01234,33,Corporate,North,Jaipur
C01235,30,Small Business,North,Lucknow
C01236,28,Consumer,North,Lucknow
C01237,18,Consumer,West,Mumbai
C01238,45,Consumer,East,Kolkata
C01239,19,Consumer,North,Jaipur
C01240,29,Small Business,South,Hyderabad
C01241,28,Small Business,South,Chennai
C01242,37,Consumer,South,Mysuru
C01243,18,Consumer,East,Bhubaneswar
C01244,36,Consumer,North,Chandigarh
C01245,33,Small Business,East,Guwahati
C01246,26,Consumer,West,Pune
C01247,35,Corporate,East,Patna
C01248,32,Consumer,North,Chandigarh
C01249,48,Consumer,East,Patna
C01250,30,Corporate,West,Pune
C01251,23,Consumer,East,Patna
C01252,36,Corporate,West,Nashik
C01253,29,Consumer,South,Mysuru
C01254,31,Consumer,South,Mysuru
C01255,20,Consumer,North,Lucknow
C01256,37,Small Business,North,Lucknow
C01257,27,Consumer,South,Mysuru
C01258,34,Consumer,North,Delhi
C01259,50,Consumer,West,Pune
C01260,29,Consumer,East,Kolkata
C01261,38,Small Business,West,Mumbai
C01262,30,Consumer,East,Guwahati
C01263,26,Consumer,West,Nashik
C01264,43,Corporate,South,Hyderabad
C01265,18,Corporate,North,Jaipur
C01266,41,Consumer,North,Delhi
C01267,18,Corporate,North,Lucknow
C01268,40,Consumer,West,Ahmedabad
C01269,32,Consumer,South,Bengaluru
C01270,23,Consumer,East,Patna
C01271,28,Small Business,South,Mysuru
C01272,38,Consumer,West,Pune
C01273,49,Consumer,West,Mumbai
C01274,18,Corporate,East,Kolkata
C01275,23,Small Business,South,Hyderabad
C01276,20,Small Business,East,Kolkata
C01277,30,Corporate,West,Ahmedabad
C01278,40,Consumer,West,Nashik
C01279,18,Consumer,South,Mysuru
C01280,31,Consumer,West,Mumbai
C01281,39,Consumer,East,Kolkata
C01282,28,Consumer,West,Pune
C01283,18,Small Business,North,Lucknow
C01284,33,Small Business,North,Jaipur
C01285,43,Corporate,East,Bhubaneswar
C01286,22,Corporate,South,Bengaluru
C01287,18,Consumer,West,Mumbai
C01288,34,Consumer,East,Patna
C01289,35,Consumer,South,Hyderabad
C01290,27,Consumer,East,Guwahati
C01291,25,Small Business,South,Bengaluru
C01292,32,Consumer,West,Mumbai
C01293,22,Consumer,West,Nashik
C01294,22,Consumer,North,Chandigarh
C01295,38,Corporate,North,Jaipur
C01296,21,Small Business,South,Chennai
C01297,18,Consumer,West,Mumbai
C01298,25,Corporate,North,Delhi
C01299,27,Consumer,North,Jaipur
C01300,36,Small Business,South,Mysuru
C01301,26,Consumer,North,Delhi
C01302,44,Corporate,South,Mysuru
C01303,32,Corporate,East,Kolkata
C01304,24,Consumer,South,Mysuru
C01305,35,Small Business,West,Pune
C01306,44,Consumer,North,Lucknow
C01307,37,Consumer,South,Mysuru
C01308,18,Corporate,East,Patna
C01309,28,Consumer,South,Mysuru
C01310,34,Consumer,West,Pune
C01311,37,Small Business,West,Pune
C01312,30,Corporate,North,Jaipur
C01313,29,Small Business,West,Pune
C01314,48,Corporate,East,Patna
C01315,37,Consumer,East,Guwahati
C01316,35,Small Business,East,Kolkata
C01317,26,Consumer,South,Chennai
C01318,22,Small Business,West,Ahmedabad
C01319,35,Corporate,West,Mumbai
C01320,39,Consumer,South,Chennai
C01321,31,Consumer,East,Kolkata
C01322,38,Consumer,North,Chandigarh
C01323,38,Consumer,South,Bengaluru
C01324,39,Consumer,South,Bengaluru
C01325,18,Corporate,East,Kolkata
C01326,28,Small Business,East,Kolkata
C01327,36,Consumer,North,Jaipur
C01328,32,Consumer,West,Pune
C01329,38,Consumer,South,Bengaluru
C01330,35,Small Business,South,Mysuru
C01331,18,Consumer,North,Lucknow
C01332,41,Small Business,South,Chennai
C01333,27,Consumer,South,Chennai
C01334,24,Small Business,West,Pune
C01335,41,Consumer,North,Chandigarh
C01336,37,Corporate,North,Delhi
C01337,42,Small Business,North,Delhi
C01338,34,Consumer,East,Guwahati
C01339,28,Consumer,North,Delhi
C01340,33,Consumer,East,Bhubaneswar
C01341,22,Corporate,North,Jaipur
C01342,19,Consumer,North,Delhi
C01343,26,Consumer,West,Mumbai
C01344,45,Corporate,West,Pune
C01345,27,Corporate,West,Mumbai
C01346,18,Consumer,West,Nashik
C01347,30,Small Business,North,Chandigarh
C01348,27,Corporate,South,Hyderabad
C01349,42,Consumer,West,Nashik
C01350,45,Consumer,South,Chennai
C01351,28,Consumer,South,Mysuru
C01352,34,Consumer,North,Lucknow
C01353,35,Consumer,West,Ahmedabad
C01354,31,Consumer,West,Pune
C01355,29,Corporate,South,Hyderabad
C01356,23,Corporate,West,Nashik
C01357,18,Consumer,West,Nashik
C01358,23,Consumer,North,Lucknow
C01359,31,Consumer,North,Delhi
C01360,18,Consumer,East,Kolkata
C01361,33,Consumer,North,Jaipur
C01362,32,Consumer,North,Lucknow
C01363,27,Consumer,South,Mysuru
C01364,29,Corporate,North,Chandigarh
C01365,20,Consumer,South,Hyderabad
C01366,39,Small Business,South,Bengaluru
C01367,39,Corporate,East,Kolkata
C01368,21,Consumer,South,Chennai
C01369,21,Consumer,West,Ahmedabad
C01370,23,Small Business,West,Nashik
C01371,36,Consumer,North,Delhi
C01372,35,Consumer,South,Hyderabad
C01373,41,Consumer,East,Guwahati
C01374,42,Consumer,West,Mumbai
C01375,18,Consumer,North,Delhi
C01376,36,Small Business,West,Mumbai
C01377,42,Consumer,East,Patna
C01378,28,Corporate,East,Kolkata
C01379,31,Consumer,West,Mumbai
C01380,30,Corporate,East,Kolkata
C01381,30,Consumer,West,Nashik
C01382,39,Consumer,South,Hyderabad
C01383,47,Corporate,North,Lucknow
C01384,44,Consumer,North,Chandigarh
C01385,27,Consumer,North,Lucknow
C01386,34,Small Business,East,Patna
C01387,24,Consumer,South,Bengaluru
C01388,25,Consumer,South,Hyderabad
C01389,31,Corporate,West,Mumbai
C01390,25,Consumer,West,Mumbai
C01391,26,Small Business,East,Guwahati
C01392,34,Small Business,North,Chandigarh
C01393,36,Small Business,West,Ahmedabad
C01394,36,Consumer,South,Mysuru
C01395,36,Corporate,North,Chandigarh
C01396,20,Corporate,North,Delhi
C01397,25,Consumer,West,Mumbai
C01398,32,Small Business,North,Delhi
C01399,41,Consumer,South,Chennai
C01400,53,Consumer,South,Bengaluru
C01401,34,Corporate,South,Chennai
C01402,38,Consumer,East,Kolkata
C01403,19,Corporate,North,Lucknow
C01404,38,Consumer,South,Bengaluru
C01405,49,Small Business,East,Guwahati
C01406,25,Consumer,South,Bengaluru
C01407,27,Consumer,East,Kolkata
C01408,39,Consumer,South,Bengaluru
C01409,32,Consumer,West,Pune
C01410,18,Consumer,South,Hyderabad
C01411,27,Corporate,South,Mysuru
C01412,44,Consumer,North,Delhi
C01413,29,Consumer,North,Delhi
C01414,29,Consumer,West,Pune
C01415,39,Small Business,South,Mysuru
C01416,35,Corporate,South,Bengaluru
C01417,29,Consumer,North,Delhi
C01418,26,Consumer,West,Nashik
C01419,58,Consumer,West,Mumbai
C01420,43,Consumer,East,Guwahati
C01421,36,Consumer,East,Kolkata
C01422,36,Small Business,East,Guwahati
C01423,30,Consumer,South,Chennai
C01424,34,Consumer,South,Hyderabad
C01425,29,Consumer,North,Lucknow
C01426,24,Consumer,East,Bhubaneswar
C01427,35,Corporate,West,Mumbai
C01428,29,Small Business,North,Chandigarh
C01429,35,Consumer,East,Guwahati
C01430,37,Consumer,West,Pune
C01431,36,Consumer,North,Chandigarh
C01432,23,Corporate,South,Mysuru
C01433,28,Consumer,South,Hyderabad
C01434,29,Consumer,West,Nashik
C01435,40,Consumer,North,Chandigarh
C01436,40,Consumer,East,Patna
C01437,25,Consumer,North,Chandigarh
C01438,20,Consumer,North,Jaipur
C01439,53,Consumer,West,Ahmedabad
C01440,35,Consumer,South,Bengaluru
C01441,19,Consumer,North,Delhi
C01442,26,Small Business,East,Patna
C01443,41,Consumer,South,Hyderabad
C01444,50,Consumer,West,Mumbai
C01445,48,Corporate,South,Chennai
C01446,35,Consumer,West,Mumbai
C01447,18,Small Business,East,Patna
C01448,32,Corporate,South,Hyderabad
C01449,22,Consumer,South,Chennai
C01450,32,Consumer,North,Delhi
C01451,23,Corporate,North,Jaipur
C01452,28,Consumer,South,Mysuru
C01453,39,Consumer,North,Jaipur
C01454,29,Consumer,East,Kolkata
C01455,29,Corporate,West,Pune
C01456,31,Consumer,South,Hyderabad
C01457,55,Corporate,West,Nashik
C01458,21,Corporate,West,Ahmedabad
C01459,34,Small Business,South,Hyderabad
C01460,47,Small Business,North,Jaipur
C01461,31,Consumer,North,Delhi
C01462,43,Corporate,West,Mumbai
C01463,20,Small Business,South,Bengaluru
C01464,30,Small Business,North,Delhi
C01465,24,Consumer,North,Chandigarh
C01466,31,Small Business,West,Ahmedabad
C01467,31,Consumer,North,Lucknow
C01468,32,Small Business,South,Hyderabad
C01469,39,Small Business,East,Guwahati
C01470,18,Consumer,North,Jaipur
C01471,26,Consumer,North,Jaipur
